user_id,person_country,person_age,person_gender,question_id,q_id,question_famous_person,question_bplace_country,question_birthyear,question_deathyear,question_occupation,question_correct_answer,question_hpi,question_gender,question_date,question_time,current_answer,correct_answer_option,question_type,correct,country_comparison,alive_dead,us_sample,person_language_labels,person_number_languages,question_country_firstlanguage,question_country_secondlanguage,person_country_inferred_firstlanguage,person_country_inferred_secondlanguage
c7692840-fc2d-4d24-9b8e-bab632ad9342,,,,52,10,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,01:57:06.255,United States,c,easy,1,,Alive,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,57,1,Spencer Tracy,United States,1900.0,1967.0,actor,actress/actor,76.76291276278968,M,2022-11-02,02:04:37.017,Actress/actor,a,medium,1,,Dead,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,59,2,Frank Sinatra,United States,1915.0,1998.0,singer,Frank Sinatra,82.15287067591991,M,2022-11-02,02:04:44.512,Frank Sinatra,c,hard,1,,Dead,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,58,3,Peter Debye,Netherlands,1884.0,1966.0,physicist,physicist,75.45872639379563,M,2022-11-02,02:04:54.693,Physicist,a,medium,1,,Dead,,,,Dutch,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,53,4,René Descartes,France,1596.0,1650.0,philosopher,René Descartes,92.74489072269915,M,2022-11-02,02:05:08.568,René Descartes,c,hard,1,,Dead,,,,French,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,50,5,Robert Frost,United States,1874.0,1963.0,writer,writer,83.51035970702358,M,2022-11-02,02:05:18.606,Writer,b,medium,1,,Dead,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,54,6,Wilhelm Röntgen,Germany,1845.0,1923.0,physicist,Germany,87.98681269963012,M,2022-11-02,02:05:24.300,Germany,a,easy,1,,Dead,,,,German,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,56,7,Patrick Swayze,United States,1952.0,2009.0,actor,actress/actor,82.16585049473844,M,2022-11-02,02:05:31.527,Actress/actor,a,medium,1,,Dead,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,52,8,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,02:05:36.699,United States,c,easy,1,,Alive,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,55,9,George Westinghouse,United States,1846.0,1914.0,inventor,inventor,77.90661985288475,M,2022-11-02,02:05:41.842,Inventor,b,medium,1,,Dead,,,,English,,,
72a84f05-69e0-45f8-934d-c0d9a69079a1,,,,51,10,Morgan Freeman,United States,1937.0,,actor,Morgan Freeman,84.40889424966643,M,2022-11-02,02:05:50.819,Morgan Freeman,d,hard,1,,Alive,,,,English,,,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,52,1,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,02:27:51.275, ,a,easy,0,Different,Alive,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,59,2,Frank Sinatra,United States,1915.0,1998.0,singer,Frank Sinatra,82.15287067591991,M,2022-11-02,02:28:17.377, ,c,hard,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,56,3,Patrick Swayze,United States,1952.0,2009.0,actor,actress/actor,82.16585049473844,M,2022-11-02,02:28:43.781, ,a,medium,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,54,4,Wilhelm Röntgen,Germany,1845.0,1923.0,physicist,Germany,87.98681269963012,M,2022-11-02,02:29:08.545, ,c,easy,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,German,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,50,5,Robert Frost,United States,1874.0,1963.0,writer,writer,83.51035970702358,M,2022-11-02,02:29:32.583, ,c,medium,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,51,6,Morgan Freeman,United States,1937.0,,actor,Morgan Freeman,84.40889424966643,M,2022-11-02,02:30:00.368, ,d,hard,0,Different,Alive,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,58,7,Peter Debye,Netherlands,1884.0,1966.0,physicist,physicist,75.45872639379563,M,2022-11-02,02:30:23.681, ,c,medium,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,Dutch,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,55,8,George Westinghouse,United States,1846.0,1914.0,inventor,inventor,77.90661985288475,M,2022-11-02,02:30:50.735, ,d,medium,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,English,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,53,9,René Descartes,France,1596.0,1650.0,philosopher,René Descartes,92.74489072269915,M,2022-11-02,02:31:14.775, ,c,hard,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,French,,English,
8a7ced37-7bb6-4834-9af8-1bb44e3a8802,United Kingdom,30-39,Men,57,10,Spencer Tracy,United States,1900.0,1967.0,actor,actress/actor,76.76291276278968,M,2022-11-02,02:31:38.820, ,b,medium,0,Different,Dead,Non-Americans,"['English', 'French']",2.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,59,1,Frank Sinatra,United States,1915.0,1998.0,singer,Frank Sinatra,82.15287067591991,M,2022-11-02,03:40:57.762,Frank Sinatra,c,hard,1,Different,Dead,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,52,2,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,03:41:09.095,Bulgaria,d,easy,0,Different,Alive,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,50,3,Robert Frost,United States,1874.0,1963.0,writer,writer,83.51035970702358,M,2022-11-02,03:41:19.835,Writer,a,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,58,4,Peter Debye,Netherlands,1884.0,1966.0,physicist,physicist,75.45872639379563,M,2022-11-02,03:41:30.624,Political scientist,c,medium,0,Different,Dead,Non-Americans,['English'],1.0,Dutch,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,51,5,Morgan Freeman,United States,1937.0,,actor,Morgan Freeman,84.40889424966643,M,2022-11-02,03:41:41.475,Morgan Freeman,a,hard,1,Different,Alive,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,55,6,George Westinghouse,United States,1846.0,1914.0,inventor,inventor,77.90661985288475,M,2022-11-02,03:41:49.785,Inventor,a,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,57,7,Spencer Tracy,United States,1900.0,1967.0,actor,actress/actor,76.76291276278968,M,2022-11-02,03:41:55.817,Actress/actor,d,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,56,8,Patrick Swayze,United States,1952.0,2009.0,actor,actress/actor,82.16585049473844,M,2022-11-02,03:42:01.509,Actress/actor,b,medium,1,Different,Dead,Non-Americans,['English'],1.0,English,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,54,9,Wilhelm Röntgen,Germany,1845.0,1923.0,physicist,Germany,87.98681269963012,M,2022-11-02,03:42:11.603,Germany,c,easy,1,Different,Dead,Non-Americans,['English'],1.0,German,,English,
fe51a3e3-c841-43ca-be0e-e552274a50f5,New Zealand,60-69,Women,53,10,René Descartes,France,1596.0,1650.0,philosopher,René Descartes,92.74489072269915,M,2022-11-02,03:42:26.876,René Descartes,a,hard,1,Different,Dead,Non-Americans,['English'],1.0,French,,English,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,59,1,Frank Sinatra,United States,1915.0,1998.0,singer,Frank Sinatra,82.15287067591991,M,2022-11-02,06:20:32.632,Frank Sinatra,b,hard,1,Different,Dead,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,53,2,René Descartes,France,1596.0,1650.0,philosopher,René Descartes,92.74489072269915,M,2022-11-02,06:20:45.164,René Descartes,c,hard,1,Different,Dead,Non-Americans,"['English', 'German']",2.0,French,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,55,3,George Westinghouse,United States,1846.0,1914.0,inventor,inventor,77.90661985288475,M,2022-11-02,06:20:59.754,Chemist,d,medium,0,Different,Dead,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,52,4,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,06:21:10.976,Bulgaria,a,easy,0,Different,Alive,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,58,5,Peter Debye,Netherlands,1884.0,1966.0,physicist,physicist,75.45872639379563,M,2022-11-02,06:21:26.485,Political scientist,a,medium,0,Different,Dead,Non-Americans,"['English', 'German']",2.0,Dutch,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,54,6,Wilhelm Röntgen,Germany,1845.0,1923.0,physicist,Germany,87.98681269963012,M,2022-11-02,06:21:30.864,Germany,d,easy,1,Same,Dead,Non-Americans,"['English', 'German']",2.0,German,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,57,7,Spencer Tracy,United States,1900.0,1967.0,actor,actress/actor,76.76291276278968,M,2022-11-02,06:21:45.950,Actress/actor,b,medium,1,Different,Dead,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,50,8,Robert Frost,United States,1874.0,1963.0,writer,writer,83.51035970702358,M,2022-11-02,06:22:00.175,Writer,b,medium,1,Different,Dead,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,56,9,Patrick Swayze,United States,1952.0,2009.0,actor,actress/actor,82.16585049473844,M,2022-11-02,06:22:03.663,Actress/actor,b,medium,1,Different,Dead,Non-Americans,"['English', 'German']",2.0,English,,German,
6116f604-885b-40eb-a184-7cbe0add0fcb,Germany,30-39,Men,51,10,Morgan Freeman,United States,1937.0,,actor,Morgan Freeman,84.40889424966643,M,2022-11-02,06:22:19.338,Gene Cernan,d,hard,0,Different,Alive,Non-Americans,"['English', 'German']",2.0,English,,German,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,58,1,Peter Debye,Netherlands,1884.0,1966.0,physicist,physicist,75.45872639379563,M,2022-11-02,06:26:37.716,Political scientist,a,medium,0,,Dead,,,,Dutch,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,51,2,Morgan Freeman,United States,1937.0,,actor,Morgan Freeman,84.40889424966643,M,2022-11-02,06:26:53.922, ,a,hard,0,,Alive,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,59,3,Frank Sinatra,United States,1915.0,1998.0,singer,Frank Sinatra,82.15287067591991,M,2022-11-02,06:27:02.207,Frank Sinatra,d,hard,1,,Dead,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,57,4,Spencer Tracy,United States,1900.0,1967.0,actor,actress/actor,76.76291276278968,M,2022-11-02,06:27:10.346,Actress/actor,b,medium,1,,Dead,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,56,5,Patrick Swayze,United States,1952.0,2009.0,actor,actress/actor,82.16585049473844,M,2022-11-02,06:27:14.014,Actress/actor,b,medium,1,,Dead,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,53,6,René Descartes,France,1596.0,1650.0,philosopher,René Descartes,92.74489072269915,M,2022-11-02,06:27:22.923,René Descartes,c,hard,1,,Dead,,,,French,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,52,7,Sylvester Stallone,United States,1946.0,,actor,United States,88.47094681035666,M,2022-11-02,06:27:32.110,United States,d,easy,1,,Alive,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,55,8,George Westinghouse,United States,1846.0,1914.0,inventor,inventor,77.90661985288475,M,2022-11-02,06:27:39.916,Inventor,d,medium,1,,Dead,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,50,9,Robert Frost,United States,1874.0,1963.0,writer,writer,83.51035970702358,M,2022-11-02,06:27:44.468,Writer,c,medium,1,,Dead,,,,English,,,
64671f9a-8a5e-4bd5-9ab7-62083020d096,,,,54,10,Wilhelm Röntgen,Germany,1845.0,1923.0,physicist,Germany,87.98681269963012,M,2022-11-02,06:27:52.292,Germany,b,easy,1,,Dead,,,,German,,,
